SKU_ID,Item_Cost,Item_Count,Total_Cost,Lead_Time,Shelf_Life,EOQ,Lead_Time_Variability,Seasonality,Warehouse_Location,Customer_Reviews,Historical_Sales_Data,Demand_Fluctuation,ABC_Classification
SKU0965,11.62,,1192.64,6,365,150,low,,Banglore,,49,increasing,A
SKU0966,,152,1572.16,4,365,178,,none,Delhi,,60,decreasing,C
SKU0967,8.75,101,,5,90,160,low,,Mumbai,4.2,70,,C
SKU0968,,132,2505.36,,180,,low,seasonal,Banglore,,109,increasing,C
SKU0969,14.19,,1581.57,2,,141,medium,,Mumbai,,94,decreasing,A
SKU0970,15.85,162,,1,,110,medium,seasonal,Delhi,4.1,80,decreasing,B
SKU0971,,115,1107,3,30,52,medium,none,Banglore,,130,decreasing,A
SKU0972,12.61,,1629.38,5,,142,medium,none,Delhi,3.9,100,increasing,C
SKU0973,16.46,,2423.06,4,,94,,none,Mumbai,,76,decreasing,C
SKU0974,9.81,180,1185.8,,180,88,high,,Banglore,,90,increasing,B
SKU0975,7.22,107,800.14,2,365,67,,none,Delhi,,34,decreasing,C
SKU0976,14.76,199,2939.24,6,365,156,medium,seasonal,Mumbai,,142,increasing,A
SKU0977,10.46,172,1797.12,1,30,63,high,none,Banglore,3.7,,decreasing,C
SKU0978,18.13,175,,3,,199,high,none,Delhi,3.9,150,decreasing,A
SKU0979,16.58,158,2623.64,,30,142,medium,none,Mumbai,4.2,110,decreasing,C
SKU0980,12.39,195,2418.45,2,180,143,low,none,Banglore,,70,increasing,C
SKU0981,8.63,98,888.74,4,90,,low,none,Delhi,4.2,65,increasing,B
SKU0982,15.19,,1743.31,1,,126,low,none,Mumbai,4,,decreasing,C
SKU0983,9.37,100,1158,5,,106,,none,Banglore,3.8,56,increasing,C
SKU0984,7.62,,1925.44,6,365,127,medium,,Delhi,,90,increasing,A
SKU0985,,146,1351.54,4,,77,,seasonal,Mumbai,4.3,,decreasing,C
SKU0986,17.24,174,2294.16,3,365,,low,,Banglore,4.1,44,increasing,B
SKU0987,11.54,176,2029.04,2,365,157,,none,Delhi,4,60,decreasing,C
SKU0988,6.28,,1554.12,1,30,,medium,none,Mumbai,,30,increasing,A
SKU0989,17.67,199,2606.33,,365,180,low,,Banglore,,55,decreasing,C
SKU0990,12.56,,1121.04,6,180,132,medium,none,Delhi,4.3,44,decreasing,A
SKU0991,8.95,92,807.4,,30,74,,none,Mumbai,3.9,,A,
SKU0992,13.45,172,,5,365,173,medium,none,Banglore,,130,increasing,C
SKU0993,19.54,163,3180.02,4,180,175,,none,Delhi,,88,decreasing,C
SKU0994,9.87,103,1020.81,2,,45,low,,Mumbai,4.4,,A,
SKU0995,14.22,120,1706.4,3,30,100,,seasonal,Banglore,4.1,70,decreasing,B
SKU0996,10.06,,1943.84,1,180,,low,,Delhi,,33,increasing,A
SKU0997,7.15,93,,6,365,72,medium,,Mumbai,4.2,,B,
SKU0998,16.84,132,2221.28,5,,136,,none,Banglore,,28,decreasing,C
SKU0999,18.29,105,1920.45,4,90,156,,none,Delhi,,80,decreasing,C
SKU1000,13.94,174,2433.56,2,365,112,,seasonal,Mumbai,4.4,,B,
SKU1001,12.4,98,1215,4,240,85,medium,none,Hyderabad,3.7,,decreasing,B
SKU1002,9.1,140,,3,30,65,low,none,Gujarat,4,,increasing,C
SKU1003,16.3,75,1150,2,120,,high,seasonal,,4.2,80,decreasing,C
SKU1004,10.5,,1085,,180,70,medium,none,,3.9,160,decreasing,A
SKU1005,7.6,150,1258,,365,100,medium,seasonal,Delhi,,140,increasing,C
SKU1006,20.1,70,1127,1,30,80,low,none,Lucknow,,90,stable,B
SKU1007,12.1,100,1121,4,,50,medium,none,Banglore,3.8,,increasing,A
SKU1008,,125,,5,90,,high,none,,3.5,60,decreasing,B
SKU1009,16.6,80,1168,3,180,75,medium,none,Delhi,,70,decreasing,B
SKU1010,10.9,,1280,6,365,105,medium,seasonal,Chennai,,140,increasing,C
SKU1011,8,155,1100,2,210,80,low,none,Pune,,90,decreasing,C
SKU1012,19.9,70,1386,,30,40,medium,none,,4,,increasing,B
SKU1013,,105,1245,4,365,110,high,none,Lucknow,4.1,160,decreasing,C
SKU1014,14.3,95,,1,,90,low,,Hyderabad,,180,decreasing,C
SKU1015,11.8,115,1230,3,180,70,medium,seasonal,Gujarat,4.3,120,stable,A
SKU1016,9.4,160,1264,5,90,100,medium,none,Pune,3.6,70,increasing,A
SKU1017,17.2,75,1121,6,30,80,medium,none,Banglore,3.9,,decreasing,C
SKU1018,10.8,110,,3,365,90,high,,Gujarat,4.2,80,,B
SKU1019,6.9,145,1205,,120,,low,none,,4,90,decreasing,A
SKU1020,20.7,70,1166,1,30,50,medium,seasonal,Chennai,3.7,,increasing,C
SKU1021,13.3,105,1164,,180,,medium,,Banglore,3.8,140,decreasing,B
SKU1022,7.2,175,,4,90,,medium,,Delhi,4.1,80,increasing,A
SKU1023,17.5,90,1225,3,180,90,medium,,Mumbai,3.6,100,decreasing,A
SKU1024,10.1,135,1301,6,30,75,medium,seasonal,Hyderabad,3.9,190,stable,B
SKU1025,6.3,160,1212,2,210,,high,none,Kolkata,,160,decreasing,C
SKU1026,19.8,70,1343,5,90,100,medium,none,,4.2,140,increasing,A
SKU1027,12.2,95,1231,4,365,90,medium,,Mumbai,3.5,160,decreasing,C
SKU1028,8.9,120,,2,180,,high,seasonal,,3.8,120,,A
SKU1029,,140,1256,1,30,,medium,none,Delhi,,80,decreasing,B
SKU1030,14,85,1294,5,240,85,medium,none,Pune,4,90,,C
SKU1031,10.3,110,1193,3,90,70,low,none,,4.1,100,increasing,C
SKU1032,16.7,75,1125,4,180,75,medium,none,Kolkata,3.9,80,decreasing,B
SKU1033,9.5,,1230,5,30,80,medium,none,Pune,4.2,140,stable,A
SKU1034,7.8,150,1287,2,365,100,medium,seasonal,Lucknow,,120,increasing,C
SKU1035,18.3,70,1154,6,30,90,medium,none,Gujarat,3.8,70,decreasing,B
SKU1036,12.5,100,1225,1,180,85,medium,none,Chennai,,90,decreasing,C
SKU1037,,125,1260,3,90,80,high,none,Hyderabad,4,160,decreasing,C
SKU1038,16.9,80,1136,4,365,70,medium,none,,3.7,90,increasing,A
SKU1039,10.2,,1175,,30,80,low,none,Delhi,,70,decreasing,B
SKU1040,7.5,155,1238,5,210,105,medium,seasonal,Mumbai,,140,increasing,C
SKU1041,20.9,70,,2,30,40,medium,none,Pune,,160,decreasing,A
SKU1042,,105,1197,6,365,110,high,none,Banglore,4.3,80,decreasing,C
SKU1043,14.6,95,1287,,90,90,low,,Gujarat,3.6,120,stable,A
SKU1044,11.9,115,1265,3,180,70,medium,seasonal,Chennai,3.9,,C,
SKU1045,9.6,160,1176,1,90,100,medium,none,Hyderabad,3.8,70,increasing,A
SKU1046,17.9,75,1194,4,30,80,medium,none,Delhi,4.1,100,decreasing,B
SKU1047,11.8,110,1218,3,365,90,high,,Pune,3.6,80,decreasing,A
SKU1048,10.5,145,,5,120,,low,none,,4,90,decreasing,C
SKU1049,7.3,170,1301,1,30,50,medium,seasonal,Banglore,3.7,,increasing,B
SKU1050,20.6,70,1352,6,180,80,medium,,Gujarat,3.8,140,decreasing,C
SKU1051,13.8,105,1185,,30,,medium,,Chennai,4.1,120,decreasing,A
SKU1052,7.4,175,1249,4,90,,medium,,Lucknow,3.6,90,increasing,A
SKU1053,17.9,90,1236,3,180,85,medium,none,Mumbai,3.9,160,decreasing,C
SKU1054,10.3,135,1364,6,30,75,medium,seasonal,Hyderabad,4.2,190,stable,B
SKU1055,6.6,160,1229,2,210,,high,none,Kolkata,,140,decreasing,C
SKU1056,19.5,70,1289,5,90,100,medium,none,,3.9,160,increasing,A
SKU1057,12.5,95,1295,4,365,90,medium,,Mumbai,3.5,120,decreasing,C
SKU1058,8.8,120,1175,2,180,,high,seasonal,,3.8,80,A,
SKU1059,,145,1367,1,30,,medium,none,Delhi,,160,decreasing,B
SKU1060,13.9,85,1356,5,240,85,medium,none,Pune,4,90,,C
SKU1061,10.1,110,1219,3,90,70,low,none,,4.3,80,increasing,C
SKU1062,9,165,1234,6,90,90,low,none,Kolkata,3.6,100,decreasing,B
SKU1063,18.2,80,1165,1,365,80,medium,none,Lucknow,3.9,120,increasing,A
SKU1064,12.3,105,1236,,30,75,medium,none,,4.2,80,decreasing,C
SKU1065,10.7,150,1375,2,180,95,medium,seasonal,Mumbai,,140,increasing,C
SKU1066,7.9,175,1245,4,90,,medium,,Banglore,4.3,90,decreasing,B
SKU1067,19.6,70,1298,5,30,55,medium,none,Gujarat,3.8,,C,
SKU1068,13.2,100,,3,180,80,medium,none,Chennai,3.9,70,increasing,A
SKU1069,,135,1320,1,90,75,high,none,,4,100,decreasing,C
SKU1070,11.4,140,1279,6,210,85,medium,none,Delhi,,160,decreasing,C
SKU1071,8.3,160,1250,2,30,90,medium,seasonal,Pune,3.7,80,increasing,B
SKU1072,17.8,75,1185,3,180,75,medium,none,Kolkata,4,90,decreasing,A
SKU1073,11.7,115,1302,,30,95,low,none,Lucknow,3.8,120,decreasing,C
SKU1074,9.8,160,1295,5,365,80,medium,none,Mumbai,3.6,100,increasing,A
SKU1075,18.9,70,,4,30,85,medium,none,Hyderabad,,90,decreasing,B
SKU1076,12.1,95,1267,1,180,70,medium,none,Pune,3.9,160,stable,A
SKU1077,8.6,120,1188,4,90,90,high,none,Banglore,3.5,80,decreasing,C
SKU1078,7.9,155,1332,3,180,75,medium,none,,4.2,140,decreasing,B
SKU1079,20.3,70,1376,6,30,60,medium,seasonal,Gujarat,3.6,80,increasing,C
SKU1080,13.6,105,1202,2,210,85,medium,none,Lucknow,3.9,90,decreasing,B
SKU1081,9.9,145,1285,,90,100,medium,none,,4,120,decreasing,A
SKU1082,6.5,170,1355,1,30,80,medium,seasonal,Mumbai,,100,increasing,C
SKU1083,18.6,70,1229,4,90,90,medium,,Kolkata,4.1,160,decreasing,C
SKU1084,11.1,110,1214,3,365,80,high,,Delhi,3.6,80,decreasing,A
SKU1085,10.8,145,1350,5,30,75,medium,none,Hyderabad,3.9,100,increasing,A
SKU1086,7.2,160,1372,1,180,95,medium,none,,4.2,160,decreasing,C
SKU1087,19.1,70,1295,6,90,90,medium,,Pune,3.7,90,increasing,A
SKU1088,12.6,95,1238,4,365,90,medium,,Banglore,3.9,,C,
SKU1089,8.5,120,1257,2,180,,high,seasonal,,3.5,80,A,
SKU1090,6.8,155,1330,3,30,,medium,none,Delhi,,120,decreasing,B
SKU1091,17.2,75,1193,5,240,85,medium,none,Mumbai,4.3,90,decreasing,B
SKU1092,11.5,110,1251,1,90,70,low,none,Pune,4.1,90,increasing,A
SKU1093,9.7,145,1365,4,180,80,medium,seasonal,Delhi,3.9,100,decreasing,C
SKU1094,7.1,160,1378,2,30,90,medium,none,Banglore,4,120,increasing,C
SKU1095,18.7,70,1315,6,90,95,medium,none,,3.8,80,decreasing,A
SKU1096,13.3,100,1304,3,365,90,high,none,Chennai,4.2,70,decreasing,A
SKU1097,9.5,135,1256,1,90,75,medium,seasonal,Kolkata,3.6,90,increasing,A
SKU1098,20.2,70,1222,5,30,70,medium,none,Lucknow,4,160,decreasing,B
SKU1099,12.9,95,1299,4,210,80,medium,none,Mumbai,3.7,100,increasing,A
SKU1100,8.2,120,1275,2,180,85,high,none,Delhi,4.2,90,decreasing,B
SKU1101,11.2,125,1210,6,90,95,low,none,Hyderabad,3.9,80,increasing,A
SKU1102,7.5,160,1382,1,365,100,medium,seasonal,Pune,3.8,140,decreasing,C
SKU1103,19.4,70,1325,5,30,75,medium,none,Gujarat,4.1,90,increasing,C
SKU1104,13.1,105,1310,3,180,80,medium,none,,3.9,120,decreasing,A
SKU1105,9.3,140,1265,1,90,80,high,none,Banglore,3.6,80,decreasing,A
SKU1106,6.9,165,1280,4,210,85,medium,seasonal,Chennai,4,100,increasing,B
SKU1107,18.1,70,1238,6,30,90,medium,none,Lucknow,3.8,160,decreasing,C
SKU1108,12.4,95,1314,3,365,90,medium,none,Kolkata,4.2,90,stable,A
SKU1109,8.1,120,1295,2,180,95,high,none,Mumbai,3.7,70,decreasing,A
SKU1110,7,155,1390,5,30,80,medium,none,Delhi,3.9,100,increasing,C
SKU1111,20.2,70,1336,1,90,100,medium,seasonal,Hyderabad,4.1,120,decreasing,B
SKU1112,13.5,100,1305,4,210,90,medium,none,,3.8,80,increasing,A
SKU1113,9.2,135,1275,3,365,80,high,none,Pune,3.6,90,decreasing,A
SKU1114,6.7,160,1290,2,30,95,medium,seasonal,Lucknow,4,160,decreasing,C
SKU1115,18.9,70,1248,6,90,90,medium,none,Kolkata,3.9,90,increasing,A
SKU1116,12.8,95,1325,1,180,75,medium,none,Chennai,4.2,70,decreasing,A
SKU1117,8,120,1300,4,365,80,high,none,Banglore,3.8,100,decreasing,A
SKU1118,6.8,155,1395,2,90,85,medium,none,,4,120,increasing,C
SKU1119,19.3,70,1345,5,30,80,medium,seasonal,Gujarat,3.7,80,decreasing,B
SKU1120,13,105,1320,3,210,90,medium,none,Mumbai,3.9,100,increasing,A
SKU1121,9.1,140,1285,1,90,85,high,none,Hyderabad,3.8,90,decreasing,A
SKU1122,6.5,165,1300,4,365,95,medium,seasonal,Pune,4.2,70,increasing,C
SKU1123,18.6,70,1256,6,30,100,medium,none,Delhi,3.9,140,decreasing,C
SKU1124,12.2,95,1338,1,180,75,medium,none,Banglore,3.6,120,increasing,A
SKU1125,8.5,120,1315,2,90,80,high,none,,4,80,decreasing,A
SKU1126,7.2,155,1400,5,210,85,medium,seasonal,Chennai,4.1,100,increasing,B
SKU1127,20.1,70,1350,1,30,90,medium,none,Lucknow,3.8,160,decreasing,C
SKU1128,13.7,100,1328,4,365,95,medium,none,Kolkata,4.2,90,increasing,A
SKU1129,9,135,1290,3,180,70,high,none,Pune,3.9,70,decreasing,A
SKU1130,6.6,160,1315,2,90,75,medium,seasonal,Gujarat,3.7,90,increasing,C
SKU1131,19.8,70,1265,6,30,80,medium,none,Mumbai,4,140,decreasing,B
SKU1132,13.9,95,1344,1,210,85,medium,none,Hyderabad,3.8,120,increasing,C
SKU1133,8.4,120,1320,4,365,90,high,none,,3.6,80,decreasing,A
SKU1134,7.4,155,1410,2,90,95,medium,seasonal,Pune,4.1,100,increasing,A
SKU1135,20.4,70,1362,5,30,100,medium,none,Delhi,3.9,160,decreasing,C
SKU1136,12.6,100,1330,3,180,75,medium,none,Banglore,4,90,increasing,A
SKU1137,8.8,135,1298,1,90,80,high,none,Chennai,3.7,70,decreasing,A
SKU1138,6.3,160,1320,4,210,85,medium,seasonal,Lucknow,3.8,90,increasing,A
SKU1139,19.6,70,1274,6,30,90,medium,none,Kolkata,4.2,140,decreasing,B
SKU1140,13.3,95,1356,1,365,80,medium,none,Mumbai,3.9,120,increasing,A
SKU1141,8.7,120,1335,4,180,85,high,none,Hyderabad,3.6,80,decreasing,A
SKU1142,7.6,155,1415,2,90,90,medium,seasonal,Pune,4,100,increasing,C
SKU1143,20.8,70,1378,5,210,95,medium,none,Delhi,3.8,160,decreasing,C
SKU1144,12.1,100,1340,3,30,75,medium,none,Banglore,4.1,90,increasing,A
SKU1145,9.8,140,1300,1,365,80,high,none,,3.7,70,decreasing,A
SKU1146,6.1,165,1335,4,180,85,medium,seasonal,Chennai,4.2,90,increasing,B
SKU1147,18.4,70,1296,6,30,90,medium,none,Lucknow,3.9,140,decreasing,B
SKU1148,12,95,1370,1,210,75,medium,none,Mumbai,4.1,120,increasing,A
SKU1149,9.6,130,1310,4,90,80,high,none,Hyderabad,3.8,90,decreasing,A
SKU1150,6,155,1345,2,365,85,medium,seasonal,Delhi,4,100,increasing,C
SKU1151,19.9,70,1305,5,30,95,medium,none,Banglore,3.7,160,decreasing,C
SKU1152,12.5,100,1378,6,180,100,medium,none,Pune,3.9,70,increasing,A
SKU1153,8.9,135,1325,1,90,90,high,none,Gujarat,4.2,70,decreasing,A
SKU1154,6.2,160,1350,4,210,95,medium,seasonal,Kolkata,3.8,80,increasing,C
SKU1155,18.3,70,1310,6,30,80,medium,none,Chennai,4.1,140,decreasing,B
SKU1156,11.8,95,1385,3,180,75,medium,none,Banglore,3.9,120,increasing,A
SKU1157,9.5,130,1335,2,90,80,high,none,,3.7,90,decreasing,A
SKU1158,6.4,155,1355,1,365,85,medium,seasonal,Delhi,4,100,increasing,C
SKU1159,19.7,70,1324,5,30,90,medium,none,Lucknow,3.8,160,decreasing,C
SKU1160,12.3,100,1392,6,210,100,medium,none,Kolkata,4.2,70,increasing,A
SKU1161,8.6,135,1340,1,90,90,high,none,Pune,3.9,80,decreasing,A
SKU1162,6,160,1360,4,180,95,medium,seasonal,Chennai,3.7,90,increasing,A
SKU1163,18.2,70,1332,6,30,80,medium,none,Gujarat,4.1,140,decreasing,B
SKU1164,11.6,95,1400,3,365,75,medium,none,Hyderabad,3.9,120,increasing,A
SKU1165,9.4,130,1355,2,210,80,high,none,Mumbai,3.8,90,decreasing,A
SKU1166,6.3,155,1370,1,90,85,medium,seasonal,Lucknow,4,100,increasing,C
SKU1167,20,70,1340,5,30,90,medium,none,Delhi,3.7,160,decreasing,C
SKU1168,12.7,100,1410,6,365,100,medium,none,Banglore,4.2,70,increasing,A
SKU1169,8.3,135,1365,1,180,90,high,none,Chennai,3.9,80,decreasing,A
SKU1170,6.1,160,1380,4,90,95,medium,seasonal,Pune,3.8,90,increasing,A
SKU1171,18.1,70,1355,6,210,80,medium,none,Gujarat,4.1,140,decreasing,B
SKU1172,11.4,95,1418,3,30,75,medium,none,Hyderabad,3.9,120,increasing,A
SKU1173,9.3,130,1370,2,365,80,high,none,,3.7,90,decreasing,A
SKU1174,6.5,155,1385,1,180,85,medium,seasonal,Mumbai,4,100,increasing,C
SKU1175,19.5,70,1365,5,90,90,medium,none,Gujarat,3.8,160,decreasing,B
SKU1176,12.1,100,1425,6,210,95,medium,none,Hyderabad,4.2,70,increasing,A
SKU1177,8,135,1380,1,30,90,high,none,Pune,3.9,80,decreasing,A
SKU1178,6,160,1395,4,365,95,medium,seasonal,Mumbai,3.7,90,increasing,A
SKU1179,18,70,1378,6,180,80,medium,none,Delhi,4.1,140,decreasing,B
SKU1180,11.2,95,1440,3,30,75,medium,none,Banglore,3.9,120,increasing,A
SKU1181,9.2,130,1395,2,365,80,high,none,Chennai,3.7,90,decreasing,A
SKU1182,6.6,155,1410,1,180,85,medium,seasonal,Gujarat,4,100,increasing,C
SKU1183,19.3,70,1380,5,30,90,medium,none,Lucknow,3.8,160,decreasing,C
SKU1184,12,100,1458,6,210,95,medium,none,Kolkata,4.2,70,increasing,A
SKU1185,7.8,135,1400,1,30,90,high,none,Pune,3.9,80,decreasing,A
SKU1186,6.1,160,1415,4,365,95,medium,seasonal,Chennai,3.7,90,increasing,A
SKU1187,18,70,1390,6,180,80,medium,none,Hyderabad,4.1,140,decreasing,B
SKU1188,11,95,1465,3,30,75,medium,none,Gujarat,3.9,120,increasing,A
SKU1189,9,130,1415,2,365,80,high,none,Banglore,3.7,90,decreasing,A
SKU1190,6.8,155,1430,1,180,85,medium,seasonal,Lucknow,4,100,increasing,C
SKU1191,19,70,1400,5,30,90,medium,none,Delhi,3.8,160,decreasing,C
SKU1192,11.8,100,1482,6,210,95,medium,none,Mumbai,4.2,70,increasing,A
SKU1193,7.6,135,1420,1,30,90,high,none,Chennai,3.9,80,decreasing,A
SKU1194,6.2,160,1435,4,365,95,medium,seasonal,Hyderabad,3.7,90,increasing,A
SKU1195,17.9,70,1410,6,180,80,medium,none,Pune,4.1,140,decreasing,B
SKU1196,10.6,95,1495,3,30,75,medium,none,Gujarat,3.9,120,increasing,A
SKU1197,8.9,130,1435,2,365,80,high,none,Kolkata,3.7,90,decreasing,A
SKU1198,6.9,155,1450,1,180,85,medium,seasonal,Delhi,4,100,increasing,C
SKU1199,18.5,70,1420,5,30,90,medium,none,Lucknow,3.8,160,decreasing,C
SKU1200,11.5,100,1500,6,210,95,medium,none,Banglore,4.2,70,increasing,A
SKU1201,7.4,135,1445,1,30,90,high,none,Mumbai,3.9,80,decreasing,A
SKU1202,6.3,160,1460,4,365,95,medium,seasonal,Pune,3.7,90,increasing,A
SKU1203,17.8,70,1430,6,180,80,medium,none,Chennai,4.1,140,decreasing,B
SKU1204,10.3,95,1512,3,30,75,medium,none,Hyderabad,3.9,120,increasing,A
SKU1205,8.7,130,1455,2,365,80,high,none,Gujarat,3.7,90,decreasing,A
SKU1206,7,155,1470,1,180,85,medium,seasonal,Lucknow,4,100,increasing,C
SKU1207,18.6,70,1440,5,30,90,medium,none,Delhi,3.8,160,decreasing,C
SKU1208,11.2,100,1525,6,210,95,medium,none,Banglore,4.2,70,increasing,A
SKU1209,7.2,135,1480,1,30,90,high,none,Mumbai,3.9,80,decreasing,A
SKU1210,6.5,160,1495,4,365,95,medium,seasonal,Hyderabad,3.7,90,increasing,A
SKU1211,17.5,70,1460,6,180,80,medium,none,Gujarat,4.1,140,decreasing,B
SKU1212,10,95,1540,3,30,75,medium,none,Pune,3.9,120,increasing,A
SKU1213,8.5,130,1485,2,365,80,high,none,Chennai,3.7,90,decreasing,A
SKU1214,7.1,155,1500,1,180,85,medium,seasonal,Lucknow,4,100,increasing,C
SKU1215,18.9,70,1470,5,30,90,medium,none,Delhi,3.8,160,decreasing,C
SKU1216,11.8,100,1558,6,210,95,medium,none,Banglore,4.2,70,increasing,A
SKU1217,7.9,135,1505,1,30,90,high,none,Gujarat,3.9,80,decreasing,A
SKU1218,6.8,160,1520,4,365,95,medium,seasonal,Mumbai,3.7,90,increasing,A
SKU1219,17.2,70,1490,6,180,80,medium,none,Pune,4.1,140,decreasing,B
SKU1220,9.8,95,1575,3,30,75,medium,none,Hyderabad,3.9,120,increasing,A
SKU1221,8.3,130,1515,2,365,80,high,none,Chennai,3.7,90,decreasing,A
SKU1222,7.3,155,1530,1,180,85,medium,seasonal,Kolkata,4,100,increasing,C
SKU1223,19.2,70,1500,5,30,90,medium,none,Lucknow,3.8,160,decreasing,C
SKU1224,12,100,1585,6,210,95,medium,none,Delhi,4.2,70,increasing,A
SKU1225,7.7,135,1540,1,30,90,high,none,Pune,3.9,80,decreasing,A
SKU1226,6.7,160,1555,4,365,95,medium,seasonal,Chennai,3.7,90,increasing,A
SKU1227,17,70,1520,6,180,80,medium,none,Hyderabad,4.1,140,decreasing,B
SKU1228,9.5,95,1602,3,30,75,medium,none,Gujarat,3.9,120,increasing,A
SKU1229,8.1,130,1545,2,365,80,high,none,Mumbai,3.7,90,decreasing,A
SKU1230,7.3,155,1560,1,180,85,medium,seasonal,Pune,4,100,increasing,C
SKU1231,19.8,70,1530,5,30,90,medium,none,Chennai,3.8,160,decreasing,C
SKU1232,12.5,100,1618,6,210,95,medium,none,Banglore,4.2,70,increasing,A
SKU1233,8.7,135,1575,1,30,90,high,none,Delhi,3.9,80,decreasing,A
SKU1234,6.9,160,1590,4,365,95,medium,seasonal,Kolkata,3.7,90,increasing,A
SKU1235,16.5,70,1560,6,180,80,medium,none,Lucknow,4.1,140,decreasing,B
SKU1236,9.2,95,1645,3,30,75,medium,none,Delhi,3.9,120,increasing,A
SKU1237,8.5,130,1585,2,365,80,high,none,Pune,3.7,90,decreasing,A
SKU1238,7.5,155,1600,1,180,85,medium,seasonal,Chennai,4,100,increasing,C
SKU1239,20.6,70,1570,5,30,90,medium,none,Hyderabad,3.8,160,decreasing,C
SKU1240,13.2,100,1658,6,210,95,medium,none,Gujarat,4.2,70,increasing,A
SKU1241,9.8,135,1615,1,30,90,high,none,Mumbai,3.9,80,decreasing,A
SKU1242,7.1,160,1630,4,365,95,medium,seasonal,Pune,3.7,90,increasing,A
SKU1243,16,70,1600,6,180,80,medium,none,Chennai,4.1,140,decreasing,B
SKU1244,8.9,95,1685,3,30,75,medium,none,Banglore,3.9,120,increasing,A
SKU1245,8.2,130,1625,2,365,80,high,none,Delhi,3.7,90,decreasing,A
SKU1246,7.7,155,1640,1,180,85,medium,seasonal,Mumbai,4,100,increasing,C
SKU1247,21.4,70,1610,5,30,90,medium,none,Kolkata,3.8,160,decreasing,C
SKU1248,13.8,100,1698,6,210,95,medium,none,Lucknow,4.2,70,increasing,A
SKU1249,10.1,135,1655,1,30,90,high,none,Delhi,3.9,80,decreasing,A
SKU1250,7.4,160,1670,4,365,95,medium,seasonal,Pune,3.7,90,increasing,A
SKU1251,16.3,70,1640,6,180,80,medium,none,Hyderabad,4.1,140,decreasing,B
SKU1252,9.5,95,1725,3,30,75,medium,none,Gujarat,3.9,120,increasing,A
SKU1253,8,130,1665,2,365,80,high,none,Pune,3.7,90,decreasing,A
SKU1254,7.6,155,1680,1,180,85,medium,seasonal,Chennai,4,100,increasing,C
SKU1255,21.8,70,1650,5,30,90,medium,none,Lucknow,3.8,160,decreasing,C
SKU1256,14.5,100,1738,6,210,95,medium,none,Delhi,4.2,70,increasing,A
SKU1257,10.4,135,1695,1,30,90,high,none,Pune,3.9,80,decreasing,A
SKU1258,7.9,160,1710,4,365,95,medium,seasonal,Kolkata,3.7,90,increasing,A
SKU1259,15.5,70,1680,6,180,80,medium,none,Chennai,4.1,140,decreasing,B
SKU1260,9.2,95,1765,3,30,75,medium,none,Banglore,3.9,120,increasing,A
SKU1261,8.4,130,1705,2,365,80,high,none,Delhi,3.7,90,decreasing,A
SKU1262,7.9,155,1720,1,180,85,medium,seasonal,Gujarat,4,100,increasing,C
SKU1263,22.6,70,1690,5,30,90,medium,none,Lucknow,3.8,160,decreasing,C
SKU1264,15.8,100,1778,6,210,95,medium,none,Delhi,4.2,70,increasing,A
SKU1265,10.8,135,1735,1,30,90,high,none,Mumbai,3.9,80,decreasing,A
SKU1266,8.6,160,1750,4,365,95,medium,seasonal,Pune,3.7,90,increasing,A
SKU1267,15,70,1720,6,180,80,medium,none,Chennai,4.1,140,decreasing,B
SKU1268,9.9,95,1805,3,30,75,medium,none,Hyderabad,3.9,120,increasing,A
SKU1269,8.8,130,1745,2,365,80,high,none,Gujarat,3.7,90,decreasing,A
SKU1270,8.2,155,1760,1,180,85,medium,seasonal,Lucknow,4,100,increasing,C
SKU1271,23.2,70,1730,5,30,90,medium,none,Delhi,3.8,160,decreasing,C
SKU1272,16.2,100,1818,6,210,95,medium,none,Banglore,4.2,70,increasing,A
SKU1273,11.1,135,1775,1,30,90,high,none,Pune,3.9,80,decreasing,A
SKU1274,9,160,1790,4,365,95,medium,seasonal,Chennai,3.7,90,increasing,A
SKU1275,14.5,70,1760,6,180,80,medium,none,Kolkata,4.1,140,decreasing,B
SKU1276,9.6,95,1845,3,30,75,medium,none,Lucknow,3.9,120,increasing,A
SKU1277,8.9,130,1785,2,365,80,high,none,Delhi,3.7,90,decreasing,A
SKU1278,8.4,155,1800,1,180,85,medium,seasonal,Mumbai,4,100,increasing,C
SKU1279,24,70,1770,5,30,90,medium,none,Delhi,3.8,160,decreasing,C
SKU1280,16.2,100,1858,6,210,95,medium,none,Banglore,4.2,70,increasing,A
SKU1281,11.1,135,1815,1,30,90,high,none,Pune,3.9,80,decreasing,A
SKU1282,9,160,1830,4,365,95,medium,seasonal,Chennai,3.7,90,increasing,A
SKU1283,14.5,70,1800,6,180,80,medium,none,Kolkata,4.1,140,decreasing,B
SKU1284,9.6,95,1885,3,30,75,medium,none,Lucknow,3.9,120,increasing,A
SKU1285,8.9,130,1825,2,365,80,high,none,Delhi,3.7,90,decreasing,A
SKU1286,8.4,155,1840,1,180,85,medium,seasonal,Mumbai,4,100,increasing,C
SKU1287,24,70,1810,5,30,90,medium,none,Lucknow,3.8,160,decreasing,C
SKU1288,16.2,100,1898,6,210,95,medium,none,Delhi,4.2,70,increasing,A
SKU1289,11.1,135,1855,1,30,90,high,none,Mumbai,3.9,80,decreasing,A
